EC1,EC2,EC3,EC4,EC5,EC6
18;18;39;44;,,,3;3;3;3;3;44;67;69;,,
18;18;44;62;,,,3;3;3;3;3;44;67;77;,,
18;31;44;44;,,,3;3;3;3;42;42;44;66;,,
18;39;44;44;,,,3;3;3;3;42;42;44;69;,,
18;44;44;62;,,,3;3;3;3;42;42;44;77;,,
31;44;44;44;,,,3;3;3;3;42;43;44;66;,,
39;44;44;44;,,,3;3;3;3;42;43;44;69;,,
44;44;44;62;,,,3;3;3;3;42;43;44;77;,,
18;18;29;31;44;,,,3;3;3;3;42;44;44;66;,,
18;18;29;34;44;,,,3;3;3;3;42;44;44;69;,,
18;18;29;39;44;,,,3;3;3;3;42;44;44;77;,,
18;29;31;44;44;,,,3;3;3;3;42;44;66;67;,,
18;29;34;44;44;,,,3;3;3;3;42;44;67;69;,,
18;29;39;44;44;,,,3;3;3;3;42;44;67;77;,,
29;31;44;44;44;,,,3;3;3;3;43;43;44;66;,,
29;34;44;44;44;,,,3;3;3;3;43;43;44;69;,,
29;39;44;44;44;,,,3;3;3;3;43;43;44;77;,,
18;28;37;,,,3;3;3;3;43;44;44;66;,,
28;29;37;,,,3;3;3;3;43;44;44;69;,,
18;28;28;38;,,,3;3;3;3;43;44;44;77;,,
28;28;29;38;,,,3;3;3;3;43;44;66;67;,,
28;29;44;5;,,,3;3;3;3;43;44;67;69;,,
44;44;44;5;,,,3;3;3;3;43;44;67;77;,,
18;28;29;32;,,,3;3;3;3;44;44;44;66;,,
18;18;18;31;37;44;5;,,,3;3;3;3;44;44;44;69;,,
18;18;26;31;37;44;,,,3;3;3;3;44;44;44;77;,,
18;18;20;29;29;3;3;37;37;44;5;5;,,,3;3;3;3;44;44;66;67;,,
18;18;18;28;3;3;31;31;44;44;5;5;,,,3;3;3;3;44;44;67;69;,,
3;3;3;8;8;,,,3;3;3;3;44;44;67;77;,,
11;11;3;3;3;44;44;,,,3;3;3;3;44;66;67;67;,,
17;17;17;17;18;18;18;19;19;31;31;31;8;8;,,,3;3;3;3;44;67;67;69;,,
11;11;3;3;3;3;3;3;3;3;3;3;3;3;44;44;,,,3;3;3;3;44;67;67;77;,,
11;11;3;3;3;3;3;3;3;3;3;3;3;44;44;5;,,,3;3;3;42;42;42;44;66;,,
11;11;3;3;3;3;3;3;3;3;3;3;44;44;5;5;,,,3;3;3;42;42;42;44;69;,,
11;11;3;3;3;3;3;3;3;3;3;44;44;5;5;5;,,,3;3;3;42;42;42;44;77;,,
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;8;8;,,,3;3;3;42;42;43;44;66;,,
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;8;8;,,,3;3;3;42;42;43;44;69;,,
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;8;8;,,,3;3;3;42;42;43;44;77;,,
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;8;8;,,,3;3;3;42;42;44;44;66;,,
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;8;8;,,,3;3;3;42;42;44;44;69;,,
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;8;8;,,,3;3;3;42;42;44;44;77;,,
11;25;29;,,,3;3;3;42;42;44;66;67;,,
11;29;29;,,,3;3;3;42;42;44;67;69;,,
11;29;44;,,,3;3;3;42;42;44;67;77;,,
25;29;47;,,,3;3;3;42;43;43;44;66;,,
25;29;57;,,,3;3;3;42;43;43;44;69;,,
25;29;8;,,,3;3;3;42;43;43;44;77;,,
29;29;47;,,,3;3;3;42;43;44;44;66;,,
29;29;57;,,,3;3;3;42;43;44;44;69;,,
29;29;8;,,,3;3;3;42;43;44;44;77;,,
29;44;47;,,,3;3;3;42;43;44;66;67;,,
29;44;57;,,,3;3;3;42;43;44;67;69;,,
29;44;8;,,,3;3;3;42;43;44;67;77;,,
11;25;44;,,,3;3;3;42;44;44;44;66;,,
11;44;44;,,,3;3;3;42;44;44;44;69;,,
25;44;47;,,,3;3;3;42;44;44;44;77;,,
25;44;72;,,,3;3;3;42;44;44;66;67;,,
25;44;80;,,,3;3;3;42;44;44;67;69;,,
29;44;72;,,,3;3;3;42;44;44;67;77;,,
29;44;80;,,,3;3;3;42;44;66;67;67;,,
44;44;47;,,,3;3;3;42;44;67;67;69;,,
44;44;72;,,,3;3;3;42;44;67;67;77;,,
44;44;80;,,,3;3;3;43;43;43;44;66;,,
19;25;28;56;,,,3;3;3;43;43;43;44;69;,,
19;28;29;56;,,,3;3;3;43;43;43;44;77;,,
1;19;25;28;,,,3;3;3;43;43;44;44;66;,,
1;19;28;29;,,,3;3;3;43;43;44;44;69;,,
1;25;25;28;,,,3;3;3;43;43;44;44;77;,,
1;25;28;29;,,,3;3;3;43;43;44;66;67;,,
1;28;29;29;,,,3;3;3;43;43;44;67;69;,,
25;25;28;56;,,,3;3;3;43;43;44;67;77;,,
25;28;29;56;,,,3;3;3;43;44;44;44;66;,,
28;29;29;56;,,,3;3;3;43;44;44;44;69;,,
19;25;56;,,,3;3;3;43;44;44;44;77;,,
19;29;56;,,,3;3;3;43;44;44;66;67;,,
1;19;25;,,,3;3;3;43;44;44;67;69;,,
1;19;29;,,,3;3;3;43;44;44;67;77;,,
1;25;25;,,,3;3;3;43;44;66;67;67;,,
1;25;29;,,,3;3;3;43;44;67;67;69;,,
1;29;29;,,,3;3;3;43;44;67;67;77;,,
25;25;56;,,,3;3;3;44;44;44;44;66;,,
25;29;56;,,,3;3;3;44;44;44;44;69;,,
29;29;56;,,,3;3;3;44;44;44;44;77;,,
27;28;29;29;29;41;44;44;9;,,,3;3;3;44;44;44;66;67;,,
27;27;28;28;29;41;7;,,,3;3;3;44;44;44;67;69;,,
22;3;3;44;44;66;,,,3;3;3;44;44;44;67;77;,,
22;3;3;44;44;69;,,,3;3;3;44;44;66;67;67;,,
22;3;3;44;44;75;,,,3;3;3;44;44;67;67;69;,,
22;3;3;44;44;77;,,,3;3;3;44;44;67;67;77;,,
22;3;43;44;44;66;,,,3;3;3;44;66;67;67;67;,,
22;3;43;44;44;69;,,,3;3;3;44;67;67;67;69;,,
22;3;43;44;44;75;,,,3;3;3;44;67;67;67;77;,,
22;3;43;44;44;77;,,,3;3;42;42;42;42;44;66;,,
22;3;44;44;44;66;,,,3;3;42;42;42;42;44;69;,,
22;3;44;44;44;69;,,,3;3;42;42;42;42;44;77;,,
22;3;44;44;44;75;,,,3;3;42;42;42;43;44;66;,,
22;3;44;44;44;77;,,,3;3;42;42;42;43;44;69;,,
26;3;3;44;44;66;,,,3;3;42;42;42;43;44;77;,,
26;3;3;44;44;69;,,,3;3;42;42;42;44;44;66;,,
26;3;3;44;44;75;,,,3;3;42;42;42;44;44;69;,,
26;3;3;44;44;77;,,,3;3;42;42;42;44;44;77;,,
26;3;43;44;44;66;,,,3;3;42;42;42;44;66;67;,,
26;3;43;44;44;69;,,,3;3;42;42;42;44;67;69;,,
26;3;43;44;44;75;,,,3;3;42;42;42;44;67;77;,,
26;3;43;44;44;77;,,,3;3;42;42;43;43;44;66;,,
26;3;44;44;44;66;,,,3;3;42;42;43;43;44;69;,,
26;3;44;44;44;69;,,,3;3;42;42;43;43;44;77;,,
26;3;44;44;44;75;,,,3;3;42;42;43;44;44;66;,,
26;3;44;44;44;77;,,,3;3;42;42;43;44;44;69;,,
18;3;3;42;,,,3;3;42;42;43;44;44;77;,,
18;3;3;43;,,,3;3;42;42;43;44;66;67;,,
18;3;3;45;,,,3;3;42;42;43;44;67;69;,,
18;3;3;67;,,,3;3;42;42;43;44;67;77;,,
18;3;42;43;,,,3;3;42;42;44;44;44;66;,,
18;3;42;44;,,,3;3;42;42;44;44;44;69;,,
18;3;43;43;,,,3;3;42;42;44;44;44;77;,,
18;3;43;44;,,,3;3;42;42;44;44;66;67;,,
18;3;43;45;,,,3;3;42;42;44;44;67;69;,,
18;3;43;67;,,,3;3;42;42;44;44;67;77;,,
18;3;44;45;,,,3;3;42;42;44;66;67;67;,,
18;3;44;67;,,,3;3;42;42;44;67;67;69;,,
26;3;3;42;,,,3;3;42;42;44;67;67;77;,,
26;3;3;43;,,,3;3;42;43;43;43;44;66;,,
26;3;3;45;,,,3;3;42;43;43;43;44;69;,,
26;3;3;67;,,,3;3;42;43;43;43;44;77;,,
26;3;42;43;,,,3;3;42;43;43;44;44;66;,,
26;3;42;44;,,,3;3;42;43;43;44;44;69;,,
26;3;43;43;,,,3;3;42;43;43;44;44;77;,,
26;3;43;44;,,,3;3;42;43;43;44;66;67;,,
26;3;43;45;,,,3;3;42;43;43;44;67;69;,,
26;3;43;67;,,,3;3;42;43;43;44;67;77;,,
26;3;44;45;,,,3;3;42;43;44;44;44;66;,,
26;3;44;67;,,,3;3;42;43;44;44;44;69;,,
13;,,,3;3;42;43;44;44;44;77;,,
63;,,,3;3;42;43;44;44;66;67;,,
65;,,,3;3;42;43;44;44;67;69;,,
14;28;,,,3;3;42;43;44;44;67;77;,,
28;63;,,,3;3;42;43;44;66;67;67;,,
28;64;,,,3;3;42;43;44;67;67;69;,,
3;3;3;44;44;66;,,,3;3;42;43;44;67;67;77;,,
3;3;3;44;44;69;,,,3;3;42;44;44;44;44;66;,,
3;3;3;44;44;75;,,,3;3;42;44;44;44;44;69;,,
3;3;3;44;44;77;,,,3;3;42;44;44;44;44;77;,,
3;3;43;44;44;66;,,,3;3;42;44;44;44;66;67;,,
3;3;43;44;44;69;,,,3;3;42;44;44;44;67;69;,,
3;3;43;44;44;75;,,,3;3;42;44;44;44;67;77;,,
3;3;43;44;44;77;,,,3;3;42;44;44;66;67;67;,,
3;3;44;44;44;66;,,,3;3;42;44;44;67;67;69;,,
3;3;44;44;44;69;,,,3;3;42;44;44;67;67;77;,,
3;3;44;44;44;75;,,,3;3;42;44;66;67;67;67;,,
3;3;44;44;44;77;,,,3;3;42;44;67;67;67;69;,,
3;3;3;42;,,,3;3;42;44;67;67;67;77;,,
3;3;3;43;,,,3;3;43;43;43;43;44;66;,,
3;3;3;45;,,,3;3;43;43;43;43;44;69;,,
3;3;3;67;,,,3;3;43;43;43;43;44;77;,,
3;3;42;43;,,,3;3;43;43;43;44;44;66;,,
3;3;42;44;,,,3;3;43;43;43;44;44;69;,,
3;3;43;43;,,,3;3;43;43;43;44;44;77;,,
3;3;43;44;,,,3;3;43;43;43;44;66;67;,,
3;3;43;45;,,,3;3;43;43;43;44;67;69;,,
3;3;43;67;,,,3;3;43;43;43;44;67;77;,,
3;3;44;45;,,,3;3;43;43;44;44;44;66;,,
3;3;44;67;,,,3;3;43;43;44;44;44;69;,,
18;18;19;27;27;,,,3;3;43;43;44;44;44;77;,,
18;18;25;27;29;44;44;,,,3;3;43;43;44;44;66;67;,,
17;18;18;19;19;34;,,,3;3;43;43;44;44;67;69;,,
17;18;19;25;26;34;44;44;,,,3;3;43;43;44;44;67;77;,,
,,,3;3;43;43;44;66;67;67;,,
,,,3;3;43;43;44;67;67;69;,,
,,,3;3;43;43;44;67;67;77;,,
,,,3;3;43;44;44;44;44;66;,,
,,,3;3;43;44;44;44;44;69;,,
,,,3;3;43;44;44;44;44;77;,,
,,,3;3;43;44;44;44;66;67;,,
,,,3;3;43;44;44;44;67;69;,,
,,,3;3;43;44;44;44;67;77;,,
,,,3;3;43;44;44;66;67;67;,,
,,,3;3;43;44;44;67;67;69;,,
,,,3;3;43;44;44;67;67;77;,,
,,,3;3;43;44;66;67;67;67;,,
,,,3;3;43;44;67;67;67;69;,,
,,,3;3;43;44;67;67;67;77;,,
,,,3;3;44;44;44;44;44;66;,,
,,,3;3;44;44;44;44;44;69;,,
,,,3;3;44;44;44;44;44;77;,,
,,,3;3;44;44;44;44;66;67;,,
,,,3;3;44;44;44;44;67;69;,,
,,,3;3;44;44;44;44;67;77;,,
,,,3;3;44;44;44;66;67;67;,,
,,,3;3;44;44;44;67;67;69;,,
,,,3;3;44;44;44;67;67;77;,,
,,,3;3;44;44;66;67;67;67;,,
,,,3;3;44;44;67;67;67;69;,,
,,,3;3;44;44;67;67;67;77;,,
,,,3;3;44;66;67;67;67;67;,,
,,,3;3;44;67;67;67;67;69;,,
,,,3;3;44;67;67;67;67;77;,,
,,,27;3;3;3;3;3;42;44;,,
,,,27;3;3;3;3;3;43;44;,,
,,,27;3;3;3;3;3;44;67;,,
,,,27;3;3;3;3;42;42;44;,,
,,,27;3;3;3;3;42;43;44;,,
,,,27;3;3;3;3;42;44;44;,,
,,,27;3;3;3;3;42;44;67;,,
,,,27;3;3;3;3;43;43;44;,,
,,,27;3;3;3;3;43;44;44;,,
,,,27;3;3;3;3;43;44;67;,,
,,,27;3;3;3;3;44;44;67;,,
,,,27;3;3;3;3;44;67;67;,,
,,,27;3;3;3;42;42;42;44;,,
,,,27;3;3;3;42;42;43;44;,,
,,,27;3;3;3;42;42;44;44;,,
,,,27;3;3;3;42;42;44;67;,,
,,,27;3;3;3;42;43;43;44;,,
,,,27;3;3;3;42;43;44;44;,,
,,,27;3;3;3;42;43;44;67;,,
,,,27;3;3;3;42;44;44;44;,,
,,,27;3;3;3;42;44;44;67;,,
,,,27;3;3;3;42;44;67;67;,,
,,,27;3;3;3;43;43;43;44;,,
,,,27;3;3;3;43;43;44;44;,,
,,,27;3;3;3;43;43;44;67;,,
,,,27;3;3;3;43;44;44;44;,,
,,,27;3;3;3;43;44;44;67;,,
,,,27;3;3;3;43;44;67;67;,,
,,,27;3;3;3;44;44;44;67;,,
,,,27;3;3;3;44;44;67;67;,,
,,,27;3;3;3;44;67;67;67;,,
,,,27;3;3;42;42;42;42;44;,,
,,,27;3;3;42;42;42;43;44;,,
,,,27;3;3;42;42;42;44;44;,,
,,,27;3;3;42;42;42;44;67;,,
,,,27;3;3;42;42;43;43;44;,,
,,,27;3;3;42;42;43;44;44;,,
,,,27;3;3;42;42;43;44;67;,,
,,,27;3;3;42;42;44;44;44;,,
,,,27;3;3;42;42;44;44;67;,,
,,,27;3;3;42;42;44;67;67;,,
,,,27;3;3;42;43;43;43;44;,,
,,,27;3;3;42;43;43;44;44;,,
,,,27;3;3;42;43;43;44;67;,,
,,,27;3;3;42;43;44;44;44;,,
,,,27;3;3;42;43;44;44;67;,,
,,,27;3;3;42;43;44;67;67;,,
,,,27;3;3;42;44;44;44;44;,,
,,,27;3;3;42;44;44;44;67;,,
,,,27;3;3;42;44;44;67;67;,,
,,,27;3;3;42;44;67;67;67;,,
,,,27;3;3;43;43;43;43;44;,,
,,,27;3;3;43;43;43;44;44;,,
,,,27;3;3;43;43;43;44;67;,,
,,,27;3;3;43;43;44;44;44;,,
,,,27;3;3;43;43;44;44;67;,,
,,,27;3;3;43;43;44;67;67;,,
,,,27;3;3;43;44;44;44;44;,,
,,,27;3;3;43;44;44;44;67;,,
,,,27;3;3;43;44;44;67;67;,,
,,,27;3;3;43;44;67;67;67;,,
,,,27;3;3;44;44;44;44;67;,,
,,,27;3;3;44;44;44;67;67;,,
,,,27;3;3;44;44;67;67;67;,,
,,,27;3;3;44;67;67;67;67;,,
,,,3;3;3;3;3;3;42;44;,,
,,,3;3;3;3;3;3;43;44;,,
,,,3;3;3;3;3;3;44;67;,,
,,,3;3;3;3;3;42;42;44;,,
,,,3;3;3;3;3;42;43;44;,,
,,,3;3;3;3;3;42;44;44;,,
,,,3;3;3;3;3;42;44;67;,,
,,,3;3;3;3;3;43;43;44;,,
,,,3;3;3;3;3;43;44;44;,,
,,,3;3;3;3;3;43;44;67;,,
,,,3;3;3;3;3;44;44;67;,,
,,,3;3;3;3;3;44;67;67;,,
,,,3;3;3;3;42;42;42;44;,,
,,,3;3;3;3;42;42;43;44;,,
,,,3;3;3;3;42;42;44;44;,,
,,,3;3;3;3;42;42;44;67;,,
,,,3;3;3;3;42;43;43;44;,,
,,,3;3;3;3;42;43;44;44;,,
,,,3;3;3;3;42;43;44;67;,,
,,,3;3;3;3;42;44;44;44;,,
,,,3;3;3;3;42;44;44;67;,,
,,,3;3;3;3;42;44;67;67;,,
,,,3;3;3;3;43;43;43;44;,,
,,,3;3;3;3;43;43;44;44;,,
,,,3;3;3;3;43;43;44;67;,,
,,,3;3;3;3;43;44;44;44;,,
,,,3;3;3;3;43;44;44;67;,,
,,,3;3;3;3;43;44;67;67;,,
,,,3;3;3;3;44;44;44;67;,,
,,,3;3;3;3;44;44;67;67;,,
,,,3;3;3;3;44;67;67;67;,,
,,,3;3;3;42;42;42;42;44;,,
,,,3;3;3;42;42;42;43;44;,,
,,,3;3;3;42;42;42;44;44;,,
,,,3;3;3;42;42;42;44;67;,,
,,,3;3;3;42;42;43;43;44;,,
,,,3;3;3;42;42;43;44;44;,,
,,,3;3;3;42;42;43;44;67;,,
,,,3;3;3;42;42;44;44;44;,,
,,,3;3;3;42;42;44;44;67;,,
,,,3;3;3;42;42;44;67;67;,,
,,,3;3;3;42;43;43;43;44;,,
,,,3;3;3;42;43;43;44;44;,,
,,,3;3;3;42;43;43;44;67;,,
,,,3;3;3;42;43;44;44;44;,,
,,,3;3;3;42;43;44;44;67;,,
,,,3;3;3;42;43;44;67;67;,,
,,,3;3;3;42;44;44;44;44;,,
,,,3;3;3;42;44;44;44;67;,,
,,,3;3;3;42;44;44;67;67;,,
,,,3;3;3;42;44;67;67;67;,,
,,,3;3;3;43;43;43;43;44;,,
,,,3;3;3;43;43;43;44;44;,,
,,,3;3;3;43;43;43;44;67;,,
,,,3;3;3;43;43;44;44;44;,,
,,,3;3;3;43;43;44;44;67;,,
,,,3;3;3;43;43;44;67;67;,,
,,,3;3;3;43;44;44;44;44;,,
,,,3;3;3;43;44;44;44;67;,,
,,,3;3;3;43;44;44;67;67;,,
,,,3;3;3;43;44;67;67;67;,,
,,,3;3;3;44;44;44;44;67;,,
,,,3;3;3;44;44;44;67;67;,,
,,,3;3;3;44;44;67;67;67;,,
,,,3;3;3;44;67;67;67;67;,,
,,,3;3;42;42;42;42;42;44;,,
,,,3;3;42;42;42;42;43;44;,,
,,,3;3;42;42;42;42;44;44;,,
,,,3;3;42;42;42;42;44;67;,,
,,,3;3;42;42;42;43;43;44;,,
,,,3;3;42;42;42;43;44;44;,,
,,,3;3;42;42;42;43;44;67;,,
,,,3;3;42;42;42;44;44;44;,,
,,,3;3;42;42;42;44;44;67;,,
,,,3;3;42;42;42;44;67;67;,,
,,,3;3;42;42;43;43;43;44;,,
,,,3;3;42;42;43;43;44;44;,,
,,,3;3;42;42;43;43;44;67;,,
,,,3;3;42;42;43;44;44;44;,,
,,,3;3;42;42;43;44;44;67;,,
,,,3;3;42;42;43;44;67;67;,,
,,,3;3;42;42;44;44;44;44;,,
,,,3;3;42;42;44;44;44;67;,,
,,,3;3;42;42;44;44;67;67;,,
,,,3;3;42;42;44;67;67;67;,,
,,,3;3;42;43;43;43;43;44;,,
,,,3;3;42;43;43;43;44;44;,,
,,,3;3;42;43;43;43;44;67;,,
,,,3;3;42;43;43;44;44;44;,,
,,,3;3;42;43;43;44;44;67;,,
,,,3;3;42;43;43;44;67;67;,,
,,,3;3;42;43;44;44;44;44;,,
,,,3;3;42;43;44;44;44;67;,,
,,,3;3;42;43;44;44;67;67;,,
,,,3;3;42;43;44;67;67;67;,,
,,,3;3;42;44;44;44;44;44;,,
,,,3;3;42;44;44;44;44;67;,,
,,,3;3;42;44;44;44;67;67;,,
,,,3;3;42;44;44;67;67;67;,,
,,,3;3;42;44;67;67;67;67;,,
,,,3;3;43;43;43;43;43;44;,,
,,,3;3;43;43;43;43;44;44;,,
,,,3;3;43;43;43;43;44;67;,,
,,,3;3;43;43;43;44;44;44;,,
,,,3;3;43;43;43;44;44;67;,,
,,,3;3;43;43;43;44;67;67;,,
,,,3;3;43;43;44;44;44;44;,,
,,,3;3;43;43;44;44;44;67;,,
,,,3;3;43;43;44;44;67;67;,,
,,,3;3;43;43;44;67;67;67;,,
,,,3;3;43;44;44;44;44;44;,,
,,,3;3;43;44;44;44;44;67;,,
,,,3;3;43;44;44;44;67;67;,,
,,,3;3;43;44;44;67;67;67;,,
,,,3;3;43;44;67;67;67;67;,,
,,,3;3;44;44;44;44;44;67;,,
,,,3;3;44;44;44;44;67;67;,,
,,,3;3;44;44;44;67;67;67;,,
,,,3;3;44;44;67;67;67;67;,,
,,,3;3;44;67;67;67;67;67;,,
,,,17;17;19;27;27;27;41;,,
,,,17;17;19;27;27;27;29;29;41;41;41;44;,,
,,,17;19;20;27;27;27;27;29;41;41;41;44;,,
,,,17;17;19;19;27;27;27;29;41;41;44;,,
,,,15;15;,,
,,,15;16;,,
,,,16;16;,,
,,,18;22;29;44;44;,,
,,,18;26;29;44;44;,,
,,,22;26;29;44;44;,,
,,,22;29;37;44;44;,,
,,,26;26;29;44;44;,,
,,,26;29;37;44;44;,,
,,,17;18;18;19;19;19;19;22;26;,,
,,,17;18;18;19;19;19;19;26;26;,,
,,,17;18;18;19;19;19;22;25;26;,,
,,,17;18;18;19;19;19;22;26;44;,,
,,,17;18;18;19;19;19;25;26;26;,,
,,,17;18;18;19;19;19;26;26;44;,,
,,,18;18;19;19;19;19;19;26;26;27;41;44;,,
,,,18;18;19;19;19;19;25;26;26;27;41;44;,,
,,,18;18;19;19;19;19;26;26;27;41;44;44;,,
,,,18;18;19;19;19;25;25;26;26;27;41;44;,,
,,,18;18;19;19;19;25;26;26;27;41;44;44;,,
